220.875,300.412,30,212.9
231.739,306.587,30,214
241.998,314.556,30,215
252.818,318.844,30,216.1
253.556,318.762,30,459.1
252.97,318.942,30,217.2
264.116,315.299,30,218.3
274.368,323.534,30,219.3
285.919,331.446,30,220.3
306.947,337.408,30,221.3
322.776,345.93,40,222.4
331.441,353.59,40,223.4
341.675,361.669,40,224.4
352.637,370.057,40,225.4
364.009,379.024,40,226.4
375.299,387.294,40,227.5
385.95,395.866,40,228.5
395.704,404.501,40,229.5
406.836,413.635,40,230.5
417.956,423.387,40,231.5
417.953,423.626,40,471.1
676.099,608.879,40,232.5
673.026,614.533,40,233.5
675.736,618.253,40,234.5
676.266,620.911,40,235.6
656.658,608.471,50,236.5
369.82,383.324,50,480
654.145,602.622,50,237.6
654.764,600.463,50,238.7
342.999,361.168,50,483.1
650.46,595.013,50,241.4
650.888,598.465,50,242.7
655.427,594.734,50,243.7
652.284,588.402,50,245.6
652.762,592.496,50,247.7
320.159,349.514,50,495.1
655.649,598.977,50,249
651.844,604.062,50,249.6
643.506,599.906,50,251.6
637.604,598.201,50,254
635.22,591.02,50,254.8
629.215,580.852,50,256.7
616.605,568.617,50,259.3
604.205,565.72,70,261.1
593.924,558.756,70,262.1
587.368,546.545,70,263.2
578.797,537.211,70,264.2
565.683,526.327,70,265.2
557.449,518.894,70,266.2
542.795,507.874,70,267.2
529.485,499.527,70,268.2
518.864,490.861,70,269.2
507.639,478.539,70,270.2
501.348,472.845,70,271.2
495.128,462.167,70,272.2
479.91,461.446,70,273.3
467.937,453.111,70,274.3
454.344,443.954,70,275.3
442.228,435.832,70,276.2
430.209,427.991,70,277.2
419.267,419.522,70,278.2
407.857,411.328,70,279.2
397.343,401.581,70,280.3
398.443,377.895,70,282.5
401.514,363.096,70,283.6
408.164,351.954,70,284.9
416.831,349.28,70,285.6
422.958,354.801,70,286.7
427.093,362.624,70,287.4
436.463,363.548,70,288.3
438.171,358.016,70,289.3
431.291,351.729,70,290.1
421.603,346.392,70,290.9
412.725,341.424,70,291.8
411.969,352.266,70,293.9
419.285,358.879,70,294.7
426.539,363.386,70,295.6
435.166,363.481,70,296.3
432.395,353.877,70,297.5
424.99,347.297,70,298.5
415.359,340.842,70,299.2
405.695,339.237,70,300.7
411.744,353.212,70,302.5
417.259,357.161,70,303.3
425.859,360.631,70,304.5
423.935,347.028,70,306.6
413.611,340.88,70,307.4
407.6,345.783,70,310.4
413.161,352.477,70,311.1
418.541,356.795,70,312.2
427.751,347.586,70,314.4
422.142,336.792,70,315.8
406.982,331.594,70,318.7
394.263,349.384,70,321.7
391.085,356.829,70,322.9
380.089,368.624,70,325.6
379.595,364.708,120,326.6
388.787,374.383,120,327.7
400.993,380.345,120,328.7
411.869,385.239,120,329.7
417.197,395.138,120,330.7
420.512,409.205,120,331.8
429.43,424.993,120,332.8
445.922,439.055,120,333.8
460.161,454.541,120,334.8
471.853,462.752,120,335.8
483.388,473.786,120,336.8
494.242,483.599,120,337.8
273.37,306.247,120,507.1
564.107,533.173,120,338.8
325.432,347.723,120,20
573.194,543.662,120,339.8
582.865,553.303,120,340.8
592.312,563.039,120,341.8
604.094,567.077,120,342.8
613.857,575.943,120,343.8
625.851,585.744,120,344.9
631.44,586.515,120,346.2
324.443,343.647,120,80
629.384,582.454,120,347.6
633.36,587.315,120,349
308.394,331.116,120,82.9
637.023,590.613,120,350.1
635.435,579.551,120,351.5
641.121,578.533,120,352.7
640.902,578.358,120,354
627.117,578.026,120,355.3
612.837,580.114,120,358.4
290.906,312.461,120,126.5
618.804,576.232,120,359.7
300.976,327.157,120,126.5
638.984,586.864,120,361.8
299.189,324.236,120,138.5
640.201,592.156,120,362.9
644.739,587.002,120,363.7
638.119,581.145,120,365.1
623.661,588.236,120,368.1
599.458,571.007,120,369.6
599.125,570.911,120,150.5
599.366,570.778,120,374.5
607.58,560.332,120,375.7
583.898,548.387,120,379.1
576.17,544.463,120,380.3
576.315,550.612,120,381
608.436,569.32,120,385.1
612.1,564.716,120,386.3
604.552,558.122,120,387.7
591.585,548.645,120,389.8
583.912,546.104,120,390.8
581.602,553.349,120,391.7
610.88,570.943,120,395.3
612.828,563.652,120,396.6
605.743,558.497,120,397.9
589.409,550.884,120,399.8
576.725,539.008,120,402.6
563.979,526.898,120,405.4
549.581,515.111,120,406.4
540.648,496.985,80,407.5
543.563,464.686,80,408.5
547.916,454.96,80,409.6
550.54,446.238,80,410.7
544.645,445.928,80,411.4
546.336,442.089,80,412.8
551.183,442.26,80,413.8
544.138,442.61,80,414.9
538.603,435.662,80,415.9
523.565,428.878,80,417
525.601,426.685,80,418
554.025,439.517,80,419.1
544.945,443.568,80,420.1
542.298,441.188,80,421.2
542.96,439.867,80,422.3
539.657,434.287,80,423.3
539.895,434.203,80,424
536.877,438.866,80,425.4
538.016,435.849,80,426.5
543.535,436.665,80,427.5
526.948,425.605,80,428.5
514.075,420.935,80,429.7
514.254,421.218,80,162.5
514.591,420.596,80,430.8
506.652,418.093,80,431.9
498.091,407.062,80,432.9
468.346,375.93,80,433.9
466.514,371.183,80,435
452.552,371.153,80,436
439.681,368.49,80,437
424.067,367.025,80,438.1
402.797,361.677,80,439.2
391.982,365.108,80,440.4
401.197,360.379,80,497.5
413.467,357.787,80,498.6
424.885,351.186,80,499.6
428.668,339.933,80,500.6
423.968,327.531,80,501.8
430.388,339.391,80,505.7
428.425,353.136,80,506.9
433.043,361.127,80,507.7
435.65,369.051,80,509.5
439.926,377.868,80,510.5
445.138,377.734,80,511.5
471.369,403.669,80,0.6
487.144,401.418,80,1.6
487.623,401.419,80,2.7
488.529,414.493,80,3.7
496.064,432.665,80,4.7
520.657,453.365,80,5.7
510.841,471.813,80,6.7
528.154,490.06,80,7.7
501.446,498.904,80,8.7
510.891,497.755,80,9.7
505.041,492.755,80,10.7
503.531,489.249,80,11.7
509.08,494.195,80,12.7
507.749,495.268,80,13.7
508.589,498.714,80,14.7
513.801,497.994,80,15.7
508.757,495.187,80,16.7
510.973,495.247,80,17.7
509.555,503.832,80,18.7
517.686,503.876,80,19.7
512.91,497.498,80,20.7
510.585,502.827,80,21.7
531.318,505.607,80,25.6
535.253,516.608,80,26.9
540.404,524.804,80,27.9
552.172,526.498,80,29.7
561.424,527.09,80,31
567.383,526.479,80,32.7
559.416,520.199,80,33.8
551.58,527.014,80,35.1
525.708,514.411,80,36.8
542.207,529.169,80,38.2
547.413,527.149,80,39.7
566.487,529.504,80,41.7
574.81,533.154,80,42.9
560.857,532.154,80,46.1
550.364,528.479,80,47.9
542.042,527.797,80,49.2
545.883,532.271,80,50.5
